frame_idx_global,session,row,phaseg_correct_red,phaseg_shuf_red,phaseg_fake5k_red,phaseg_fake25k_red,phaseg_fake70k_red,phaseg_fake100k_red,delta_red_shuf,delta_red_fake100k,binder_e2fp16_red,ae64f_correct_red,z_correct_mean,z_correct_p95,z_shuf_mean,z_shuf_p95,z_fake100k_mean,z_fake100k_p95,excess_shuf_mean,excess_shuf_p95,excess_shuf_red,excess_fake100k_mean,excess_fake100k_p95,excess_fake100k_red,has_real,has_shuf,has_fake5k,has_fake25k,has_fake70k,has_fake100k,has_binder,has_ae
8960,V10,2968,0.00126,0.07387,0.08476,0.06443,0.05809,0.05514,0.07261,0.05387,0.07556,0.02203,1.0401,3.3085,4.0712,14.5020,3.5455,12.8238,1.4897,4.0000,0.42476,1.3880,4.0000,0.40312,1,1,1,1,1,1,1,1
8961,V10,2969,0.00124,0.08246,0.09967,0.06932,0.06401,0.05910,0.08122,0.05786,0.06637,0.02480,1.0452,3.2606,4.3252,15.2118,3.7825,13.2044,1.5633,4.0000,0.44397,1.4870,4.0000,0.42674,1,1,1,1,1,1,1,1
8962,V10,2970,0.00108,0.06828,0.08071,0.05575,0.05988,0.05764,0.06720,0.05656,0.05326,0.01914,0.9969,3.1204,4.1151,14.0761,3.6989,13.0280,1.5976,4.0000,0.45982,1.4793,4.0000,0.42529,1,1,1,1,1,1,1,1
8963,V10,2971,0.00173,0.07548,0.08667,0.05929,0.05524,0.05314,0.07375,0.05141,0.06584,0.03825,1.0578,3.3904,4.1186,14.7015,3.5916,12.6195,1.5066,4.0000,0.43164,1.4255,4.0000,0.41034,1,1,1,1,1,1,1,1
8964,V10,2972,0.00185,0.08132,0.09762,0.06801,0.06112,0.05935,0.07947,0.05750,0.05324,0.02193,1.0874,3.5006,4.4414,15.2715,3.6706,13.1515,1.6482,4.0000,0.47392,1.4259,4.0000,0.40959,1,1,1,1,1,1,1,1
8965,V10,2973,0.00171,0.07928,0.08494,0.06114,0.06201,0.05658,0.07758,0.05487,0.06388,0.02085,1.0752,3.3897,4.3160,14.5956,3.7065,12.8895,1.6193,4.0000,0.46139,1.4777,4.0000,0.42485,1,1,1,1,1,1,1,1
8966,V10,2974,0.00130,0.06325,0.08592,0.05837,0.05621,0.05190,0.06195,0.05060,0.07206,0.03101,1.0453,3.3807,3.9552,13.5150,3.5856,12.4565,1.5112,4.0000,0.43467,1.4302,4.0000,0.41264,1,1,1,1,1,1,1,1
8967,V10,2975,0.00183,0.08071,0.09365,0.06604,0.06114,0.05825,0.07888,0.05642,0.05481,0.03007,1.0823,3.4577,4.3430,14.9562,3.7694,13.0055,1.6181,4.0000,0.46421,1.5033,4.0000,0.42908,1,1,1,1,1,1,1,1
8968,V10,2976,0.00230,0.08044,0.09668,0.06921,0.06655,0.06372,0.07815,0.06142,0.05556,0.02842,1.0719,3.3956,4.2239,15.3010,3.7772,13.6916,1.5205,4.0000,0.43347,1.4432,4.0000,0.41406,1,1,1,1,1,1,1,1
8969,V10,2977,0.00087,0.07176,0.08944,0.06368,0.05709,0.05459,0.07088,0.05371,0.05579,0.02150,0.9854,3.0513,4.1044,14.3373,3.5693,12.7611,1.5759,4.0000,0.45282,1.4149,4.0000,0.41028,1,1,1,1,1,1,1,1
8970,V10,2978,0.00112,0.07768,0.08864,0.06384,0.05910,0.05607,0.07656,0.05495,0.05680,0.01937,1.0512,3.3013,4.4420,14.7362,3.6309,12.8984,1.7162,4.0000,0.48777,1.4444,4.0000,0.41722,1,1,1,1,1,1,1,1
8971,V10,2979,0.00181,0.07688,0.08523,0.05654,0.05564,0.05393,0.07507,0.05212,0.05088,0.02822,1.0837,3.5453,4.2226,14.8798,3.6169,12.6122,1.5334,4.0000,0.43540,1.4367,4.0000,0.41028,1,1,1,1,1,1,1,1
8972,V10,2980,0.00163,0.07479,0.08423,0.06244,0.05959,0.05621,0.07316,0.05459,0.05676,0.02690,1.0577,3.3526,4.1087,14.3826,3.7006,12.8642,1.5125,4.0000,0.42621,1.4589,4.0000,0.41831,1,1,1,1,1,1,1,1
8973,V10,2981,0.00171,0.07507,0.08189,0.06281,0.05532,0.05249,0.07336,0.05078,0.06118,0.02549,1.0667,3.3746,4.2875,14.5356,3.6420,12.5200,1.6184,4.0000,0.46460,1.4366,4.0000,0.41384,1,1,1,1,1,1,1,1
8974,V10,2982,0.00171,0.08211,0.08226,0.05886,0.05497,0.05385,0.08040,0.05214,0.06757,0.03194,1.0838,3.5479,4.2902,15.5410,3.6466,12.6976,1.4883,4.0000,0.41791,1.4216,4.0000,0.40936,1,1,1,1,1,1,1,1
8975,V10,2983,0.00187,0.08136,0.08423,0.05752,0.05351,0.04946,0.07949,0.04759,0.06508,0.02686,1.0576,3.3144,4.3549,15.3003,3.5303,12.2207,1.5916,4.0000,0.45414,1.4153,4.0000,0.40894,1,1,1,1,1,1,1,1
8976,V10,2984,0.00163,0.07395,0.08868,0.06073,0.05776,0.05562,0.07233,0.05400,0.05831,0.02728,1.0217,3.2842,4.2161,14.5743,3.7045,12.8638,1.5950,4.0000,0.45815,1.4864,4.0000,0.42963,1,1,1,1,1,1,1,1
8977,V10,2985,0.00159,0.07576,0.07782,0.05522,0.05444,0.05393,0.07418,0.05235,0.05544,0.02838,1.0650,3.4134,4.1502,14.5901,3.6205,12.6578,1.4974,4.0000,0.42721,1.4279,4.0000,0.41298,1,1,1,1,1,1,1,1
8978,V10,2986,0.00187,0.07513,0.09597,0.06624,0.06130,0.05992,0.07326,0.05804,0.06549,0.03314,1.0856,3.5231,4.2162,14.7072,3.7589,13.2001,1.5686,4.0000,0.45079,1.4664,4.0000,0.41945,1,1,1,1,1,1,1,1
8979,V10,2987,0.00140,0.07538,0.09812,0.07060,0.06207,0.05745,0.07397,0.05605,0.05619,0.01746,1.0359,3.1952,4.2415,14.5156,3.6887,13.0026,1.5963,4.0000,0.45461,1.4571,4.0000,0.41831,1,1,1,1,1,1,1,1
8980,V10,2988,0.00169,0.07743,0.08403,0.05623,0.05357,0.04779,0.07574,0.04610,0.05847,0.02814,1.0289,3.2848,4.1292,14.7745,3.5157,12.0414,1.4950,4.0000,0.42452,1.4277,4.0000,0.41431,1,1,1,1,1,1,1,1
8981,V10,2989,0.00189,0.07890,0.08726,0.06254,0.05837,0.05418,0.07701,0.05229,0.04856,0.02413,1.0819,3.5380,4.2872,14.8970,3.6535,12.7634,1.5696,4.0000,0.44682,1.4438,4.0000,0.41290,1,1,1,1,1,1,1,1
8982,V10,2990,0.00195,0.07135,0.08327,0.05442,0.05198,0.05035,0.06940,0.04840,0.06191,0.02502,1.0731,3.3711,4.1543,14.3271,3.6059,12.3392,1.5702,4.0000,0.45111,1.4603,4.0000,0.42259,1,1,1,1,1,1,1,1
8983,V10,2991,0.00224,0.08773,0.08171,0.05532,0.05430,0.05377,0.08549,0.05153,0.06047,0.03975,1.0919,3.5523,4.5435,15.7191,3.6920,12.6311,1.6222,4.0000,0.45803,1.4826,4.0000,0.42763,1,1,1,1,1,1,1,1
8984,V10,2992,0.00165,0.08335,0.08226,0.05849,0.05208,0.04944,0.08171,0.04779,0.08138,0.02600,1.0156,3.2189,4.3398,15.4304,3.5028,12.2476,1.5873,4.0000,0.45221,1.4236,4.0000,0.41276,1,1,1,1,1,1,1,1
8985,V10,2993,0.00238,0.07896,0.09041,0.06248,0.05823,0.05511,0.07658,0.05273,0.06376,0.03198,1.0487,3.2770,4.2391,14.8536,3.6719,12.7690,1.5611,4.0000,0.44476,1.4643,4.0000,0.42086,1,1,1,1,1,1,1,1
8986,V10,2994,0.00114,0.07436,0.08169,0.05609,0.05542,0.05369,0.07322,0.05255,0.06348,0.03174,1.0124,3.1447,4.1509,14.5401,3.5895,12.6161,1.5619,4.0000,0.44716,1.4528,4.0000,0.41811,1,1,1,1,1,1,1,1
8987,V10,2995,0.00063,0.06858,0.09019,0.06287,0.05939,0.05632,0.06795,0.05568,0.05965,0.02661,1.0354,3.2978,4.1343,13.9826,3.6929,12.8365,1.5866,4.0000,0.45369,1.4865,4.0000,0.42796,1,1,1,1,1,1,1,1
8988,V10,2996,0.00061,0.07538,0.09369,0.06716,0.06407,0.06179,0.07477,0.06118,0.05863,0.02370,1.0295,3.1745,4.3147,14.5420,3.8119,13.4169,1.6397,4.0000,0.47121,1.4915,4.0000,0.42863,1,1,1,1,1,1,1,1
8989,V10,2997,0.00075,0.07715,0.07955,0.05282,0.05263,0.05149,0.07640,0.05074,0.06012,0.03168,1.0291,3.2984,4.3193,14.7772,3.6126,12.4253,1.6002,4.0000,0.45852,1.4646,4.0000,0.42417,1,1,1,1,1,1,1,1
8990,V10,2998,0.00120,0.07039,0.08899,0.06360,0.05766,0.05518,0.06919,0.05398,0.06824,0.03223,1.0626,3.3403,4.1781,14.1870,3.6251,12.8065,1.5773,4.0000,0.45628,1.4419,4.0000,0.41612,1,1,1,1,1,1,1,1
8991,V10,2999,0.00067,0.08071,0.10400,0.07298,0.06893,0.06616,0.08004,0.06549,0.06571,0.01801,1.0243,3.1659,4.2179,15.2124,3.8031,13.9934,1.5168,4.0000,0.43353,1.4559,4.0000,0.41604,1,1,1,1,1,1,1,1
8992,V10,3000,0.00094,0.07566,0.07493,0.05174,0.05188,0.05082,0.07473,0.04989,0.06864,0.02419,0.9803,3.0068,4.0890,14.5308,3.5763,12.3644,1.5104,4.0000,0.42643,1.4672,4.0000,0.42401,1,1,1,1,1,1,1,1
8993,V10,3001,0.00096,0.08415,0.07688,0.05455,0.05377,0.05294,0.08319,0.05198,0.06407,0.02618,1.0269,3.2042,4.3691,15.5380,3.6003,12.5580,1.5693,4.0000,0.44348,1.4407,4.0000,0.41687,1,1,1,1,1,1,1,1
8994,V10,3002,0.00026,0.06883,0.09359,0.06366,0.05646,0.05261,0.06856,0.05235,0.07456,0.01746,0.9448,2.8602,4.0179,13.9725,3.6431,12.5284,1.5358,4.0000,0.43823,1.4986,4.0000,0.43500,1,1,1,1,1,1,1,1
8995,V10,3003,0.00063,0.07556,0.09326,0.06232,0.05568,0.05282,0.07493,0.05219,0.06315,0.02244,0.9843,2.9875,4.0756,14.6689,3.6052,12.5700,1.4877,4.0000,0.42175,1.4575,4.0000,0.42334,1,1,1,1,1,1,1,1
8996,V10,3004,0.00163,0.08028,0.08134,0.05459,0.05530,0.05243,0.07865,0.05080,0.06779,0.03430,1.0323,3.2368,4.3241,15.0330,3.5565,12.5577,1.5984,4.0000,0.45565,1.4402,4.0000,0.41400,1,1,1,1,1,1,1,1
8997,V10,3005,0.00216,0.08175,0.08716,0.06065,0.05511,0.05292,0.07959,0.05076,0.05353,0.03436,1.0610,3.3726,4.3002,15.5574,3.6215,12.5382,1.5285,4.0000,0.43551,1.4694,4.0000,0.42381,1,1,1,1,1,1,1,1
8998,V10,3006,0.00305,0.07511,0.08394,0.05802,0.05438,0.05298,0.07206,0.04993,0.07766,0.03408,1.1237,3.6765,4.1928,14.6932,3.6251,12.5700,1.5355,4.0000,0.43815,1.4266,4.0000,0.41229,1,1,1,1,1,1,1,1
8999,V10,3007,0.00214,0.08457,0.09231,0.06384,0.05894,0.05839,0.08244,0.05625,0.05017,0.02616,1.0447,3.3234,4.3928,15.4040,3.7519,13.1743,1.6242,4.0000,0.46293,1.4773,4.0000,0.42409,1,1,1,1,1,1,1,1
9000,V10,3008,0.00065,0.07939,0.09731,0.06828,0.06468,0.06158,0.07874,0.06093,0.06460,0.02509,1.0088,3.1016,4.2039,14.9772,3.8138,13.3673,1.5334,4.0000,0.43311,1.5190,4.0000,0.43817,1,1,1,1,1,1,1,1
9001,V10,3009,0.00037,0.07141,0.08718,0.06173,0.05532,0.05282,0.07104,0.05245,0.06038,0.02252,0.9745,2.9707,4.2419,14.2930,3.5725,12.5492,1.6259,4.0000,0.46427,1.4597,4.0000,0.41968,1,1,1,1,1,1,1,1
9002,V10,3010,0.00053,0.07479,0.09389,0.06598,0.05937,0.05666,0.07426,0.05613,0.05766,0.01904,0.9814,3.0284,4.1305,14.8767,3.6480,12.9819,1.5272,4.0000,0.43864,1.4759,4.0000,0.42680,1,1,1,1,1,1,1,1
9003,V10,3011,0.00039,0.06801,0.08095,0.05825,0.05585,0.05632,0.06763,0.05593,0.05829,0.02264,0.9678,2.9135,4.1488,14.3344,3.5997,12.9179,1.6140,4.0000,0.46667,1.4520,4.0000,0.41612,1,1,1,1,1,1,1,1
9004,V10,3012,0.00051,0.07969,0.09497,0.06911,0.06468,0.06260,0.07918,0.06209,0.05160,0.01992,0.9843,3.0684,4.2784,15.2954,3.8028,13.5839,1.5860,4.0000,0.45042,1.4927,4.0000,0.42932,1,1,1,1,1,1,1,1
9005,V10,3013,0.00071,0.06753,0.07566,0.05503,0.05379,0.05007,0.06681,0.04936,0.05172,0.02043,0.9644,2.9314,3.9194,13.8763,3.5386,12.3037,1.4876,4.0000,0.42548,1.4558,4.0000,0.41966,1,1,1,1,1,1,1,1
9006,V10,3014,0.00026,0.07631,0.08287,0.05959,0.05747,0.05396,0.07605,0.05369,0.06032,0.01898,0.9580,2.9275,4.1590,14.8330,3.5642,12.6793,1.5535,4.0000,0.44312,1.4391,4.0000,0.41573,1,1,1,1,1,1,1,1
9007,V10,3015,0.00053,0.07707,0.08439,0.05914,0.05294,0.04915,0.07654,0.04862,0.06390,0.01650,0.9963,3.0475,4.2091,14.8014,3.4680,12.2125,1.5325,4.0000,0.43235,1.4085,4.0000,0.40605,1,1,1,1,1,1,1,1
9008,V10,3016,0.00055,0.07005,0.08313,0.05914,0.05632,0.05648,0.06950,0.05593,0.05514,0.01683,0.9894,3.0053,4.1894,14.4596,3.6542,12.9582,1.6014,4.0000,0.46234,1.4423,4.0000,0.41549,1,1,1,1,1,1,1,1
9009,V10,3017,0.00043,0.07363,0.07835,0.05330,0.04793,0.04720,0.07320,0.04677,0.05786,0.02167,1.0028,3.1891,4.2988,14.4125,3.5081,12.0109,1.6519,4.0000,0.47384,1.4442,4.0000,0.41807,1,1,1,1,1,1,1,1
9010,V10,3018,0.00033,0.07338,0.09127,0.06694,0.06272,0.05986,0.07306,0.05953,0.05945,0.02820,0.9951,3.0429,4.1347,14.4896,3.6912,13.2438,1.5488,4.0000,0.44116,1.4526,4.0000,0.41713,1,1,1,1,1,1,1,1
9011,V10,3019,0.00061,0.07434,0.08763,0.06252,0.05994,0.05530,0.07373,0.05469,0.06685,0.02649,1.0002,3.0603,4.1118,14.5911,3.6641,12.7678,1.5358,4.0000,0.43628,1.4966,4.0000,0.43292,1,1,1,1,1,1,1,1
9012,V10,3020,0.00104,0.07776,0.09591,0.07031,0.06230,0.05800,0.07672,0.05697,0.06327,0.01910,0.9999,3.0621,4.1363,14.8577,3.6245,13.0348,1.4999,4.0000,0.42716,1.4415,4.0000,0.41429,1,1,1,1,1,1,1,1
9013,V10,3021,0.00055,0.06877,0.09206,0.06234,0.05674,0.05497,0.06822,0.05442,0.05263,0.01782,0.9350,2.7987,3.9562,14.0006,3.6604,12.7915,1.5264,4.0000,0.43612,1.5001,4.0000,0.43154,1,1,1,1,1,1,1,1
9014,V10,3022,0.00104,0.07589,0.08748,0.06449,0.06372,0.05973,0.07485,0.05870,0.05516,0.01752,0.9515,2.8646,4.1565,14.3744,3.7270,13.2133,1.5932,4.0000,0.45164,1.5063,4.0000,0.43270,1,1,1,1,1,1,1,1
9015,V10,3023,0.00031,0.07025,0.09281,0.06460,0.06443,0.06071,0.06995,0.06040,0.05428,0.01668,0.9430,2.8450,4.0972,14.2236,3.6912,13.4273,1.5955,4.0000,0.46124,1.4764,4.0000,0.42426,1,1,1,1,1,1,1,1
9016,V10,3024,0.00045,0.06740,0.08364,0.05804,0.05367,0.05027,0.06696,0.04983,0.05273,0.02167,0.9536,2.8513,4.0347,13.8992,3.5393,12.3182,1.5642,4.0000,0.44855,1.4362,4.0000,0.41475,1,1,1,1,1,1,1,1
9017,V10,3025,0.00092,0.07452,0.08097,0.05511,0.05115,0.04744,0.07361,0.04653,0.05491,0.02291,0.9284,2.7578,4.0151,14.6073,3.4569,12.0332,1.4926,4.0000,0.42495,1.4336,4.0000,0.41182,1,1,1,1,1,1,1,1
9018,V10,3026,0.00222,0.07890,0.07633,0.05400,0.05530,0.05341,0.07668,0.05119,0.05227,0.03253,1.0509,3.2709,4.2543,14.9892,3.6268,12.6141,1.5633,4.0000,0.44694,1.4743,4.0000,0.42342,1,1,1,1,1,1,1,1
9019,V10,3027,0.00246,0.07607,0.09237,0.06779,0.06435,0.06240,0.07361,0.05994,0.06504,0.02887,1.0915,3.4434,4.4981,14.4684,3.7674,13.4431,1.7426,4.0000,0.49156,1.4606,4.0000,0.41874,1,1,1,1,1,1,1,1
9020,V10,3028,0.00291,0.08132,0.09725,0.07113,0.06639,0.06073,0.07841,0.05782,0.06551,0.02948,1.0841,3.4438,4.1707,15.1084,3.7675,13.2686,1.5054,4.0000,0.42627,1.4922,4.0000,0.42959,1,1,1,1,1,1,1,1
9021,V10,3029,0.00295,0.08441,0.08757,0.06193,0.05784,0.05137,0.08146,0.04842,0.05613,0.02775,1.0495,3.2514,4.2582,15.6051,3.5283,12.4254,1.5129,4.0000,0.42993,1.4147,4.0000,0.41060,1,1,1,1,1,1,1,1
9022,V10,3030,0.00293,0.08238,0.09090,0.06364,0.06177,0.05656,0.07945,0.05363,0.06081,0.03052,1.0091,3.0061,4.1845,15.1656,3.5944,12.9890,1.5320,4.0000,0.43553,1.4370,4.0000,0.41488,1,1,1,1,1,1,1,1
9023,V10,3031,0.00134,0.07625,0.08824,0.06407,0.06083,0.05664,0.07491,0.05530,0.05001,0.02781,0.9697,2.8993,4.1196,14.8377,3.6642,12.9627,1.5198,4.0000,0.42879,1.4838,4.0000,0.42483,1,1,1,1,1,1,1,1
9024,V10,3032,0.00144,0.08144,0.08868,0.06211,0.06187,0.05819,0.08000,0.05674,0.04706,0.01896,0.9772,2.9200,4.2217,15.3148,3.6380,13.0911,1.5473,4.0000,0.43990,1.4603,4.0000,0.42006,1,1,1,1,1,1,1,1
9025,V10,3033,0.00220,0.07914,0.08146,0.05961,0.05426,0.05204,0.07694,0.04985,0.04966,0.02281,0.9856,2.9701,4.1141,15.1323,3.5205,12.4906,1.4916,4.0000,0.42314,1.4271,4.0000,0.41144,1,1,1,1,1,1,1,1
9026,V10,3034,0.00248,0.09011,0.07945,0.06022,0.05983,0.05650,0.08763,0.05402,0.05078,0.02401,1.0479,3.2728,4.4734,16.1233,3.6348,12.9517,1.5935,4.0000,0.45339,1.4322,4.0000,0.41351,1,1,1,1,1,1,1,1
9027,V10,3035,0.00444,0.06986,0.08443,0.05900,0.05489,0.05137,0.06543,0.04694,0.04954,0.03117,1.0650,3.2171,3.9858,14.0275,3.5070,12.3930,1.5154,4.0000,0.43368,1.4065,4.0000,0.40637,1,1,1,1,1,1,1,1
9028,V10,3036,0.00407,0.08020,0.09444,0.06651,0.06191,0.05762,0.07613,0.05355,0.05817,0.02350,1.0241,2.9857,4.2560,15.2791,3.6803,13.0368,1.5994,4.0000,0.45833,1.4537,4.0000,0.41850,1,1,1,1,1,1,1,1
9029,V10,3037,0.00197,0.08350,0.09764,0.07107,0.06842,0.06567,0.08152,0.06370,0.05363,0.01656,0.9696,2.8737,4.2386,15.4304,3.7167,13.8868,1.5640,4.0000,0.44444,1.4272,4.0000,0.40662,1,1,1,1,1,1,1,1
9030,V10,3038,0.00295,0.07794,0.08704,0.05973,0.05778,0.05493,0.07499,0.05198,0.04964,0.01931,1.0034,2.9557,4.2123,14.7956,3.6026,12.7613,1.5995,4.0000,0.45715,1.4449,4.0000,0.41420,1,1,1,1,1,1,1,1
9031,V10,3039,0.00299,0.08350,0.08964,0.06563,0.06445,0.06104,0.08051,0.05804,0.05219,0.02787,1.0446,3.1896,4.2737,15.6206,3.7019,13.3562,1.5583,4.0000,0.44474,1.4426,4.0000,0.41357,1,1,1,1,1,1,1,1
9032,V10,3040,0.00279,0.09363,0.09347,0.06594,0.06358,0.06071,0.09084,0.05792,0.05353,0.01884,1.0074,3.0654,4.4799,16.4001,3.7130,13.3791,1.6155,4.0000,0.45719,1.4594,4.0000,0.41807,1,1,1,1,1,1,1,1
9033,V10,3041,0.00336,0.08124,0.09393,0.07025,0.06653,0.06376,0.07788,0.06040,0.06222,0.02547,1.0510,3.2648,4.3098,15.1012,3.7235,13.5516,1.6322,4.0000,0.46971,1.4394,4.0000,0.41307,1,1,1,1,1,1,1,1
9034,V10,3042,0.00201,0.07361,0.08946,0.06299,0.05833,0.05835,0.07159,0.05634,0.06053,0.01585,0.9882,2.9592,4.0287,14.3889,3.6022,13.0420,1.5217,4.0000,0.43345,1.4151,4.0000,0.40747,1,1,1,1,1,1,1,1
9035,V10,3043,0.00352,0.08990,0.09375,0.06610,0.06171,0.05969,0.08639,0.05617,0.06097,0.02861,1.0364,3.1887,4.4316,16.1445,3.6444,13.1433,1.5775,4.0000,0.44533,1.4231,4.0000,0.40851,1,1,1,1,1,1,1,1
9036,V10,3044,0.00301,0.07817,0.09501,0.06667,0.06299,0.06014,0.07515,0.05713,0.04956,0.02183,1.0156,3.0282,4.0277,15.2401,3.5712,13.3039,1.4624,4.0000,0.41848,1.3749,4.0000,0.39264,1,1,1,1,1,1,1,1
9037,V10,3045,0.00317,0.07625,0.09214,0.06592,0.06132,0.05819,0.07308,0.05501,0.05815,0.02250,1.0329,3.1049,4.1839,14.8824,3.6804,13.1082,1.5823,4.0000,0.45408,1.4645,4.0000,0.42082,1,1,1,1,1,1,1,1
9038,V10,3046,0.00309,0.08341,0.09178,0.06622,0.06724,0.06354,0.08032,0.06045,0.05396,0.02395,1.0043,3.0267,4.2390,15.2929,3.7519,13.4771,1.5681,4.0000,0.44568,1.4602,4.0000,0.41791,1,1,1,1,1,1,1,1
9039,V10,3047,0.00201,0.07833,0.09572,0.06691,0.06388,0.06144,0.07631,0.05943,0.06323,0.02590,1.0254,3.1907,4.4841,14.7062,3.7123,13.4090,1.7680,4.0000,0.50378,1.4347,4.0000,0.41341,1,1,1,1,1,1,1,1
9040,V10,3048,0.00315,0.07996,0.07894,0.05693,0.05546,0.05396,0.07680,0.05080,0.04909,0.03241,1.0601,3.2797,4.2642,15.0755,3.5380,12.6411,1.5766,4.0000,0.44649,1.4081,4.0000,0.40729,1,1,1,1,1,1,1,1
9041,V10,3049,0.00281,0.07166,0.08313,0.05825,0.05853,0.05654,0.06885,0.05373,0.05151,0.02006,1.0048,3.0641,4.0229,14.4568,3.4855,12.9024,1.5221,4.0000,0.43626,1.3656,4.0000,0.39549,1,1,1,1,1,1,1,1
9042,V10,3050,0.00291,0.07652,0.08183,0.05890,0.05432,0.05094,0.07361,0.04803,0.05660,0.02523,1.0310,3.1474,4.2898,14.7595,3.5661,12.3733,1.6572,4.0000,0.47555,1.4525,4.0000,0.41988,1,1,1,1,1,1,1,1
9043,V10,3051,0.00216,0.07288,0.08417,0.05758,0.05581,0.05347,0.07072,0.05131,0.05503,0.02277,0.9864,2.9751,4.1247,14.4738,3.5536,12.5855,1.5576,4.0000,0.44468,1.4320,4.0000,0.41024,1,1,1,1,1,1,1,1
9044,V10,3052,0.00393,0.08280,0.08390,0.06006,0.05973,0.05436,0.07888,0.05044,0.04781,0.02635,1.0532,3.2237,4.3934,15.3589,3.6106,12.7096,1.6438,4.0000,0.47310,1.4245,4.0000,0.41014,1,1,1,1,1,1,1,1
9045,V10,3053,0.00295,0.08616,0.08541,0.06417,0.05912,0.05859,0.08321,0.05564,0.05986,0.01772,1.0116,3.0113,4.3273,15.7596,3.6209,13.1875,1.5761,4.0000,0.45335,1.4023,4.0000,0.40397,1,1,1,1,1,1,1,1
9046,V10,3054,0.00218,0.08691,0.09165,0.06836,0.06238,0.06038,0.08474,0.05821,0.04688,0.02030,0.9968,3.0268,4.4278,16.0063,3.6964,13.2607,1.6354,4.0000,0.46387,1.4584,4.0000,0.41541,1,1,1,1,1,1,1,1
9047,V10,3055,0.00210,0.07286,0.09104,0.06989,0.06734,0.06337,0.07076,0.06128,0.05129,0.02273,1.0549,3.3300,4.3046,14.4366,3.7993,13.6182,1.6584,4.0000,0.47601,1.4467,4.0000,0.41453,1,1,1,1,1,1,1,1
9048,V10,3056,0.00342,0.08069,0.08877,0.06449,0.06492,0.06321,0.07727,0.05979,0.04850,0.01892,1.0220,3.0372,4.2334,15.3164,3.6284,13.5231,1.5693,4.0000,0.44570,1.3872,4.0000,0.39516,1,1,1,1,1,1,1,1
9049,V10,3057,0.00391,0.08523,0.09401,0.06765,0.06431,0.06276,0.08132,0.05886,0.05483,0.03178,1.0472,3.1678,4.3055,15.6176,3.7526,13.6526,1.5608,4.0000,0.44554,1.4410,4.0000,0.41138,1,1,1,1,1,1,1,1
9050,V10,3058,0.00224,0.08728,0.08722,0.06211,0.05776,0.05408,0.08504,0.05184,0.05713,0.02724,1.0463,3.2610,4.3844,15.7472,3.6902,12.6710,1.5964,4.0000,0.45510,1.4687,4.0000,0.42299,1,1,1,1,1,1,1,1
9051,V10,3059,0.00297,0.07733,0.08557,0.06124,0.05851,0.05566,0.07436,0.05269,0.05884,0.02315,1.0331,3.1343,4.2752,14.8757,3.6334,12.8223,1.6401,4.0000,0.47087,1.4380,4.0000,0.41376,1,1,1,1,1,1,1,1
9052,V10,3060,0.00240,0.07627,0.09540,0.06512,0.06071,0.05554,0.07387,0.05314,0.05082,0.02299,1.0213,3.0986,4.2131,14.5622,3.6450,12.7915,1.6487,4.0000,0.47288,1.4629,4.0000,0.42076,1,1,1,1,1,1,1,1
9053,V10,3061,0.00191,0.07646,0.09572,0.06828,0.06370,0.05945,0.07454,0.05754,0.04498,0.01955,0.9935,3.0043,4.1267,14.8355,3.7077,13.1576,1.5373,4.0000,0.44112,1.4493,4.0000,0.41433,1,1,1,1,1,1,1,1
9054,V10,3062,0.00315,0.07926,0.09013,0.06702,0.06370,0.05988,0.07611,0.05672,0.05509,0.02519,1.0453,3.1727,4.3233,14.9386,3.6623,13.2848,1.6543,4.0000,0.47392,1.4181,4.0000,0.40680,1,1,1,1,1,1,1,1
9055,V10,3063,0.00389,0.09263,0.08215,0.06126,0.06134,0.06036,0.08875,0.05648,0.04968,0.02802,1.0523,3.2361,4.3874,16.3490,3.6678,13.2616,1.5234,4.0000,0.43001,1.4279,4.0000,0.40965,1,1,1,1,1,1,1,1
9056,V10,3064,0.00342,0.08451,0.09556,0.06797,0.06179,0.06236,0.08110,0.05894,0.05729,0.02576,1.0399,3.1334,4.3493,15.4522,3.6988,13.4646,1.6161,4.0000,0.46340,1.4351,4.0000,0.41062,1,1,1,1,1,1,1,1
9057,V10,3065,0.00323,0.07941,0.09332,0.06710,0.06144,0.05859,0.07617,0.05536,0.05658,0.02504,1.0153,3.0654,4.1904,14.9939,3.6603,13.1259,1.5420,4.0000,0.44065,1.4449,4.0000,0.41203,1,1,1,1,1,1,1,1
9058,V10,3066,0.00299,0.07635,0.09285,0.06364,0.05988,0.05434,0.07336,0.05135,0.05770,0.02049,1.0028,2.9272,4.1103,15.1083,3.5894,12.6836,1.5469,4.0000,0.44619,1.4304,4.0000,0.41060,1,1,1,1,1,1,1,1
9059,V10,3067,0.00267,0.07155,0.09204,0.06584,0.06240,0.06020,0.06889,0.05754,0.05670,0.02155,0.9928,2.9492,4.0150,14.4940,3.6317,13.3817,1.5330,4.0000,0.43860,1.4197,4.0000,0.40782,1,1,1,1,1,1,1,1
9060,V10,3068,0.00262,0.07872,0.08911,0.06205,0.06154,0.05528,0.07609,0.05265,0.05157,0.02321,1.0030,3.0761,4.2235,14.9569,3.5840,12.7482,1.5885,4.0000,0.45365,1.4324,4.0000,0.41278,1,1,1,1,1,1,1,1
